英文,中文,类别,模块
We can't update your Wish List right now.,我们现在无法更新您的收藏夹。,module,Magento_Wishlist
The requested Wish List doesn't exist.,请求的收藏列表不存在。,module,Magento_Wishlist
We can't create the Wish List right now.,我们现在不能创造收藏清单。,module,Magento_Wishlist
%1 items,%1 个产品,module,Magento_Wishlist
1 item,一个产品,module,Magento_Wishlist
Comment,评论,module,Magento_Wishlist
Display number of items in wish list,显示收藏夹中产品数,module,Magento_Wishlist
Display item quantities,显示产品数量,module,Magento_Wishlist
An item option with code %1 already exists.,具有代码%1的产品选项已存在,module,Magento_Wishlist
We can't specify a wish list.,我们不能指定一个收藏夹。,module,Magento_Wishlist
Cannot specify product.,无法指定产品。,module,Magento_Wishlist
Product is not salable.,该产品是不实用。,module,Magento_Wishlist
Invalid item option format.,无效的产品格式选项。,module,Magento_Wishlist
"%1 for ""%2"".","""%2"" 的 %1。",module,Magento_Wishlist
We can't add this item to your shopping cart right now.,我们现在不能添加产品到您的购物车。,module,Magento_Wishlist
We couldn't add the following product(s) to the shopping cart: %1.,我们不能将下列产品添加到购物车：%1.,module,Magento_Wishlist
We can't update the Wish List right now.,我们现在无法更新此收藏夹。,module,Magento_Wishlist
%1 product(s) have been added to shopping cart: %2.,产品%1 已经添加到购物车: %2。,module,Magento_Wishlist
Comment:,评论:,module,Magento_Wishlist
We cannot retrieve the Wish List.,我们无法检索的愿望列表。,module,Magento_Wishlist
%1's Wishlist,%1 的收藏,module,Magento_Wishlist
We can't specify a wish list item.,我们不能指定一个收藏夹产品。,module,Magento_Wishlist
The product does not exist.,产品不存在。,module,Magento_Wishlist
Test Phrase,测试短语,module,Magento_Wishlist
message,信息,module,Magento_Wishlist
Message,信息,module,Magento_Wishlist
error-message,错误信息,module,Magento_Wishlist
LocalizedException,局部异常,module,Magento_Wishlist
Product Exception.,产品例外。,module,Magento_Wishlist
Localized Exception.,本地化例外。,module,Magento_Wishlist
Are you sure you want to remove this item?,你确定要删除这个产品吗？,module,Magento_Wishlist
Share Wish List,共享收藏夹,module,Magento_Wishlist
Add All to Cart,全部添加到购物车,module,Magento_Wishlist
Update Wish List,更新收藏夹,module,Magento_Wishlist
Move to Wishlist,移动到收藏,module,Magento_Wishlist
View Product,查看产品,module,Magento_Wishlist
Qty,数量,module,Magento_Wishlist
Add to Cart,添加到购物车,module,Magento_Wishlist
Availability,库存,module,Magento_Wishlist
In stock,有货,module,Magento_Wishlist
Out of stock,缺货,module,Magento_Wishlist
Edit,编辑,module,Magento_Wishlist
Remove Item,删除产品,module,Magento_Wishlist
Remove item,删除产品,module,Magento_Wishlist
Add to Compare,添加并比较,module,Magento_Wishlist
This Wish List has no Items,收藏夹中无产品,module,Magento_Wishlist
%1 has been added to your Wish List.,%1 已经加入到您的收藏夹.,module,Magento_Wishlist
"Click <a href=""%1"">here</a> to continue shopping.","单击<a href=""%1"">此处</a>以继续购物。",module,Magento_Wishlist
See Details,查看具体信息,module,Magento_Wishlist
Options Details,选项详细信息,module,Magento_Wishlist
RSS link to %1's wishlist,RSS链接至 %1的收藏夹,module,Magento_Wishlist
RSS Feed,RSS订阅源,module,Magento_Wishlist
Product,产品,module,Magento_Wishlist
Add to Wish List,添加到收藏夹,module,Magento_Wishlist
Back,后退,module,Magento_Wishlist
Wish List is empty now.,收藏夹为空,module,Magento_Wishlist
* Required Fields,*必填项,module,Magento_Wishlist
Sharing Information,分享信息,module,Magento_Wishlist
"Email addresses, separated by commas",邮件地址，使用逗号分隔,module,Magento_Wishlist
Check here to link an RSS feed to your Wish List.,检查这里的RSS源链接到您的收藏清单。,module,Magento_Wishlist
Last Added Items,最后添加的内容,module,Magento_Wishlist
Remove This Item,删除此项,module,Magento_Wishlist
Go to Wish List,转到收藏夹,module,Magento_Wishlist
You have no items in your wish list.,您的收藏夹中没有产品,module,Magento_Wishlist
Take a look at %customer_name's Wish List,看一看 %customer_name的收藏夹,module,Magento_Wishlist
%customer_name wants to share this Wish List from %store_name with you:,%customer_name 想从 %store_name 与大家分享这个收藏清单：,module,Magento_Wishlist
Message from %customer_name:,消息来自%CUSTOMER_NAME：,module,Magento_Wishlist
View all Wish List items,查看所有收藏清单产品,module,Magento_Wishlist
Wish List Section,收藏夹部分,module,Magento_Wishlist
Share Options,分享选项,module,Magento_Wishlist
Email Sender,电子邮件发件人,module,Magento_Wishlist
Email Template,邮件模板,module,Magento_Wishlist
"Email template chosen based on theme fallback when ""Default"" option is selected.",电子邮件模板选择基于主题的回退时，选择“默认”选项。,module,Magento_Wishlist
Max Emails Allowed to be Sent,允许发送的最大邮件,module,Magento_Wishlist
Email Text Length Limit,邮件文本长度限制,module,Magento_Wishlist
General Options,一般选择,module,Magento_Wishlist
Enabled,启用,module,Magento_Wishlist
My Wish List Link,我的收藏夹链接,module,Magento_Wishlist
Display Wish List Summary,收藏夹显示,module,Magento_Wishlist
Enable RSS,启用RSS,module,Magento_Wishlist
No Items Found,未发现产品,module,Magento_Wishlist
Product Name,产品名称,module,Magento_Wishlist
User Description,用户描述,module,Magento_Wishlist
Quantity,数量,module,Magento_Wishlist
Add Locale,添加区域设置,module,Magento_Wishlist
Add Date,添加日期,module,Magento_Wishlist
Days in Wish List,收藏的天数,module,Magento_Wishlist
Action,操作,module,Magento_Wishlist
Configure,配置,module,Magento_Wishlist
Delete,删除,module,Magento_Wishlist
Product Details and Comment,产品详情与评论,module,Magento_Wishlist
Credit card type,信用卡类型,module,Magento_Worldpay
CVV result,CVV结果,module,Magento_Worldpay
Postcode AVS check,邮编AVS检查,module,Magento_Worldpay
Address AVS check,地址AVS检查,module,Magento_Worldpay
Country comparison check,国家比较检查,module,Magento_Worldpay
Risk Score,风险评分,module,Magento_Worldpay
Not supported,不支持,module,Magento_Worldpay
Not checked,未检查,module,Magento_Worldpay
Matched,配对,module,Magento_Worldpay
Not matched,不匹配,module,Magento_Worldpay
Partially matched,部分匹配,module,Magento_Worldpay
No such order id.,没有这样的订单ID。,module,Magento_Worldpay
Gateway response is not valid.,网关响应无效。,module,Magento_Worldpay
Wrong response type,错误的反应类型,module,Magento_Worldpay
Currency doesn't match.,货币不匹配。,module,Magento_Worldpay
Amount doesn't match.,金额不匹配。,module,Magento_Worldpay
Not supported response.,不支持响应。,module,Magento_Worldpay
Gateway processing error.,网关处理错误。,module,Magento_Worldpay
Transaction was not placed.,交易并没有放置。,module,Magento_Worldpay
None,无,module,Magento_Worldpay
Authorize,授权,module,Magento_Worldpay
Authorize and Capture,授权和获取,module,Magento_Worldpay
Refused,拒绝,module,Magento_Worldpay
Authorised,授权,module,Magento_Worldpay
Error,错误,module,Magento_Worldpay
Captured,抓获,module,Magento_Worldpay
Payment was canceled,付款已被取消,module,Magento_Worldpay
Please,请,module,Magento_Worldpay
continue shopping,继续购物,module,Magento_Worldpay
Your payment has been successfully processed by our shop system.,您的付款已通过我们的商店系统已成功处理。,module,Magento_Worldpay
Please click,请点击,module,Magento_Worldpay
here,在这里,module,Magento_Worldpay
if you are not redirected automatically.,如果您没有自动重定向。,module,Magento_Worldpay
You will be redirected to the Worldpay website.,你会被重定向到WorldPay的网站。,module,Magento_Worldpay
Continue to Worldpay,继续WorldPay的,module,Magento_Worldpay
Worldpay,WorldPay的,module,Magento_Worldpay
Enabled,启用,module,Magento_Worldpay
Title,标题,module,Magento_Worldpay
Payment Response Password,付费响应密码,module,Magento_Worldpay
Remote Admin Installation ID,远程管理安装ID,module,Magento_Worldpay
Remote Admin Authorisation Password,远程管理授权密码,module,Magento_Worldpay
MD5 Secret for Transactions,MD5秘密进行交易,module,Magento_Worldpay
Allow To Edit Contact Information,允许编辑联系人信息,module,Magento_Worldpay
Hide Contact Information,隐藏联系信息,module,Magento_Worldpay
Debug,调试,module,Magento_Worldpay
Test Mode,测试模式,module,Magento_Worldpay
Payment Action for Test,为测试行动付款,module,Magento_Worldpay
Payment Action,付款操作,module,Magento_Worldpay
Payment From Applicable Countries,来自适用国家的付款,module,Magento_Worldpay
Payment From Specific Countries,来自特定国家的付款,module,Magento_Worldpay
Set Order Status to Suspected Fraud for CVV,设置订单状态为CVV涉嫌欺诈,module,Magento_Worldpay
Set Order Status to Suspected Fraud for Postcode AVS,设置订单状态为邮编AVS涉嫌欺诈,module,Magento_Worldpay
Sort Order,排序订单,module,Magento_Worldpay
Summary,概述,theme,frontend/Magento/blank
Account Dashboard,用户中心,theme,frontend/Magento/blank
Account Information,账户信息,theme,frontend/Magento/blank
Address Book,地址薄,theme,frontend/Magento/blank
Menu,菜单,theme,frontend/Magento/blank
Account,帐户,theme,frontend/Magento/blank
Settings,设置,theme,frontend/Magento/blank
Now Shopping by,现在购物,theme,frontend/Magento/luma
Previous,上一个,theme,frontend/Magento/luma
Remove,删除,theme,frontend/Magento/luma
Remove This Item,删除此项,theme,frontend/Magento/luma
Shop By,购物,theme,frontend/Magento/luma
Clear All,全部清除,theme,frontend/Magento/luma
Shopping Options,购物选项,theme,frontend/Magento/luma
Welcome to %store_name,欢迎光临 %store_name,theme,frontend/Magento/luma
"%name,","%name,",theme,frontend/Magento/luma
Welcome to %store_name.,欢迎光临 %store_name。,theme,frontend/Magento/luma
"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","可以登录到我们的网站,使用这些凭据在结帐期间或在<a href=""%customer_url"">我的帐户</a>页面:",theme,frontend/Magento/luma
Email:,电子邮件：,theme,frontend/Magento/luma
Password:,密码:,theme,frontend/Magento/luma
Password you set when creating account,密码在创建帐户时设置,theme,frontend/Magento/luma
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","忘记了您的帐号密码? 单击<a href=""%reset_url"">这里</a> 来重置它。",theme,frontend/Magento/luma
"When you sign in to your account, you will be able to:",当您登录到您的帐户时，您将能够：,theme,frontend/Magento/luma
Quick Checkout,快速结帐,theme,frontend/Magento/luma
Proceed through checkout faster,结账进行得更快,theme,frontend/Magento/luma
Order Status,订单状态,theme,frontend/Magento/luma
Check the status of orders,检查订单状态,theme,frontend/Magento/luma
Manage Addresses,管理地址,theme,frontend/Magento/luma
Store alternative addresses,存储替代地址,theme,frontend/Magento/luma
For shipping to multiple family members and friends,对于运送到多个家庭成员和朋友,theme,frontend/Magento/luma
Order History,订单历史,theme,frontend/Magento/luma
View past orders,查看历史订单,theme,frontend/Magento/luma
Footer,页脚,theme,frontend/Magento/luma
About Us,关于我们,theme,frontend/Magento/luma
Customer Service,客户服务,theme,frontend/Magento/luma
"<a href=""tel:%store_phone"">%store_phone</a>","<a href=""tel:%store_phone"">%store_phone</a>",theme,frontend/Magento/luma
"Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","小时操作:<br /><span class=""no-link"">%store_hours</span>。",theme,frontend/Magento/luma
Credit memo for your %store_name order,您的%store_name订单信用记录,theme,frontend/Magento/luma
Thank you for your order from %store_name.,感谢您来%store_name购物。,theme,frontend/Magento/luma
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","<a href=""%account_url"">登录到您的帐户</a>您可以查看您的订单状态。",theme,frontend/Magento/luma
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>.","如果您对您的订单有任何疑问,您可以给我们发送电子邮件或在 <a href=""mailto:%store_email"">%store_email</a>。",theme,frontend/Magento/luma
